연번,호선,고유역번호(외부역코드),역명,연월,승하차인원수
2092,4,412,창동,2308,1475404
2093,4,413,쌍문,2308,1573388
2094,4,414,수유,2308,1930503
2095,4,415,미아,2308,837160
2096,4,416,미아사거리,2308,1500176
2097,4,417,길음,2308,1146889
2098,4,418,성신여대입구,2308,1142419
2099,4,419,한성대입구,2308,751082
2100,4,420,혜화,2308,2107065
2101,4,421,동대문(4),2308,1095751
2102,4,422,동대문역사문화공원(4),2308,1013196
2103,4,423,충무로(4),2308,1607657
2104,4,424,명동,2308,1913687
2105,4,425,회현,2308,1462064
2106,4,426,서울역(4),2308,965760
2107,4,427,숙대입구,2308,772872
2108,4,428,삼각지(4),2308,375990
2109,4,429,신용산,2308,1148173
2110,4,430,이촌,2308,646363
2111,4,431,동작,2308,108173
2112,4,432,이수(총신대입구),2308,1107680
2113,4,433,사당(4),2308,1411851
2114,4,434,남태령,2308,77996
2115,5,2511,방화,2308,391851
2116,5,2512,개화산,2308,328714
2117,5,2513,김포공항(5),2308,520970
2118,5,2514,송정,2308,357576
2119,5,2515,마곡,2308,635695
2120,5,2516,발산,2308,1241192
2121,5,2517,우장산,2308,818603
2122,5,2518,화곡,2308,1552285
2123,5,2519,까치산(5),2308,1572698
2124,5,2520,신정,2308,691821
2125,5,2521,목동,2308,955279
2126,5,2522,오목교,2308,1260180
2127,5,2523,양평(5),2308,405168
2128,5,2524,영등포구청(5),2308,253968
2129,5,2525,영등포시장,2308,633293
2130,5,2526,신길(5),2308,268117
2131,5,2527,여의도(5),2308,1651345
2132,5,2528,여의나루,2308,812257
2133,5,2529,마포,2308,815770
2134,5,2530,공덕(5),2308,798156
2135,5,2531,애오개,2308,370677
2136,5,2532,충정로(5),2308,251007
2137,5,2533,서대문,2308,1058710
2138,5,2534,광화문,2308,1872775
2139,5,2535,종로3가(5),2308,847199
2140,5,2536,을지로4가(5),2308,358134
2141,5,2537,동대문역사문화공원(5),2308,192286
2142,5,2538,청구(5),2308,211640
2143,5,2539,신금호,2308,365420
2144,5,2540,행당,2308,433534
2145,5,2541,왕십리(5),2308,284820
2146,5,2542,마장,2308,314877
2147,5,2543,답십리,2308,879528
2148,5,2544,장한평,2308,1068378
2149,5,2545,군자(5),2308,690210
2150,5,2546,아차산,2308,809572
2151,5,2547,광나루,2308,739530
2152,5,2548,천호(5),2308,1103649
2153,5,2549,강동,2308,1019759
2154,5,2550,길동,2308,476586
2155,5,2551,굽은다리,2308,549039
2156,5,2552,명일,2308,505952
2157,5,2553,고덕,2308,560164
2158,5,2554,상일동,2308,789052
2159,5,2555,둔촌동,2308,498619
2160,5,2556,올림픽공원(5),2308,277235
2161,5,2557,방이,2308,422533
2162,5,2558,오금(5),2308,201507
2163,5,2559,개롱,2308,373104
2164,5,2560,거여,2308,555341
2165,5,2561,마천,2308,401733
2166,5,2562,강일,2308,300372
2167,5,2563,미사,2308,986875
2168,5,2564,하남풍산,2308,250292
2169,5,2565,하남시청,2308,429881
2170,5,2566,하남검단산,2308,372120
2171,6,2611,응암,2308,988952
2172,6,2612,역촌,2308,248263
2173,6,2613,불광(6),2308,273486
2174,6,2614,독바위,2308,166211
2175,6,2616,구산,2308,398138
2176,6,2617,새절,2308,683066
2177,6,2618,증산,2308,559273
2178,6,2619,디지털미디어시티(6),2308,847271
2179,6,2620,월드컵경기장,2308,338462
2180,6,2621,마포구청,2308,769934
2181,6,2622,망원,2308,878546
2182,6,2623,합정(6),2308,797019
2183,6,2624,상수,2308,615692
2184,6,2625,광흥창,2308,515728
2185,6,2626,대흥,2308,494830
2186,6,2627,공덕(6),2308,1022817
2187,6,2628,효창공원앞,2308,380435
2188,6,2629,삼각지(6),2308,392442
2189,6,2630,녹사평,2308,289597
2190,6,2631,이태원,2308,719412
2191,6,2632,한강진,2308,597573
2192,6,2633,버티고개,2308,123878
2193,6,2634,약수(6),2308,213920
2194,6,2635,청구(6),2308,214520
2195,6,2636,신당(6),2308,501005
2196,6,2637,동묘앞(6),2308,476812
2197,6,2638,창신,2308,178560
2198,6,2639,보문,2308,418311
2199,6,2640,안암,2308,599406
2200,6,2641,고려대,2308,451408
2201,6,2642,월곡,2308,634872
2202,6,2643,상월곡,2308,344334
2203,6,2644,돌곶이,2308,539863
2204,6,2645,석계(6),2308,692360
2205,6,2646,태릉입구(6),2308,328735
2206,6,2647,화랑대,2308,552919
2207,6,2648,봉화산,2308,488800
2208,7,2711,장암,2308,114268
2209,7,2712,도봉산(7),2308,551589
2210,7,2713,수락산,2308,729776
2211,7,2714,마들,2308,717076
2212,7,2715,노원(7),2308,1195407
2213,7,2716,중계,2308,781424
2214,7,2717,하계,2308,970829
2215,7,2718,공릉,2308,656529
2216,7,2719,태릉입구(7),2308,481242
2217,7,2720,먹골,2308,578329
2218,7,2721,중화,2308,595321
2219,7,2722,상봉(7),2308,950919
2220,7,2723,면목,2308,825152
2221,7,2724,사가정,2308,907588
2222,7,2725,용마산,2308,330232
2223,7,2726,중곡,2308,592561
2224,7,2727,군자(7),2308,774694
2225,7,2728,어린이대공원,2308,750980
2226,7,2729,건대입구(7),2308,803462
2227,7,2730,뚝섬유원지,2308,518176
2228,7,2731,청담,2308,1081055
2229,7,2732,강남구청,2308,947617
2230,7,2733,학동,2308,1304407
2231,7,2734,논현,2308,978318
2232,7,2735,반포,2308,341924
2233,7,2736,고속터미널(7),2308,933308
2234,7,2737,내방,2308,804350
2235,7,2738,이수(7),2308,894761
2236,7,2739,남성,2308,624164
2237,7,2740,숭실대입구,2308,689170
2238,7,2741,상도,2308,622841
2239,7,2742,장승배기,2308,519884
2240,7,2743,신대방삼거리,2308,829329
2241,7,2744,보라매,2308,390861
2242,7,2745,신풍,2308,633185
2243,7,2746,대림(7),2308,523470
2244,7,2747,남구로,2308,856275
2245,7,2748,가산디지털단지(7),2308,2307858
2246,7,2749,철산,2308,1191144
2247,7,2750,광명사거리,2308,1147485
2248,7,2751,천왕,2308,625509
2249,7,2752,온수(7),2308,519230
2250,8,2811,암사,2308,996349
2251,8,2812,천호(8),2308,914342
2252,8,2813,강동구청,2308,585227
2253,8,2814,몽촌토성,2308,372143
2254,8,2815,잠실(8),2308,1035099
2255,8,2816,석촌(8),2308,486542
2256,8,2817,송파,2308,522031
2257,8,2818,가락시장(8),2308,453931
2258,8,2819,문정,2308,1148619
2259,8,2820,장지,2308,938257
2260,8,2821,복정(8),2308,463601
2261,8,2822,산성,2308,294108
2262,8,2823,남한산성입구,2308,704791
2263,8,2824,단대오거리,2308,658038
2264,8,2825,신흥,2308,306638
2265,8,2826,수진,2308,305316
2266,8,2827,모란(8),2308,258794
2267,8,2828,남위례,2308,373205
2268,9,4126,언주,2308,382874
2269,9,4127,선정릉,2308,321179
2270,9,4128,삼성중앙,2308,259114
2271,9,4129,봉은사,2308,756984
2272,9,4130,종합운동장(9),2308,160380
2273,9,4131,삼전,2308,265694
2274,9,4132,석촌고분,2308,243980
2275,9,4133,석촌(9),2308,318695
2276,9,4134,송파나루,2308,206311
2277,9,4135,한성백제,2308,110041
2278,9,4136,올림픽공원(9),2308,312777
2279,9,4137,둔촌오륜,2308,40885
2280,9,4138,중앙보훈병원,2308,395552
2281,1,150,서울역(1),2309,2975862
2282,1,151,시청(1),2309,1467986
2283,1,152,종각,2309,2053241
2284,1,153,종로3가(1),2309,1443669
2285,1,154,종로5가,2309,1430470
2286,1,155,동대문(1),2309,723749
2287,1,156,신설동(1),2309,779346
2288,1,157,제기동,2309,1056222
2289,1,158,청량리,2309,1269657
2290,1,159,동묘앞(1),2309,602686
2291,2,201,시청(2),2309,1332162
2292,2,202,을지로입구,2309,2631841
2293,2,203,을지로3가(2),2309,1311195
2294,2,204,을지로4가(2),2309,782189
2295,2,205,동대문역사문화공원(2),2309,966783
2296,2,206,신당(2),2309,853431
2297,2,207,상왕십리,2309,789423
2298,2,208,왕십리(2),2309,852097
2299,2,209,한양대,2309,739685
2300,2,210,뚝섬,2309,1326823
2301,2,211,성수,2309,2239350
2302,2,212,건대입구(2),2309,2160498
2303,2,213,구의,2309,1325892
2304,2,214,강변,2309,1796658
2305,2,215,잠실나루,2309,808689
2306,2,216,잠실(2),2309,4291000
2307,2,217,잠실새내,2309,1305564
2308,2,218,종합운동장(2),2309,884439
2309,2,219,삼성,2309,2916570
2310,2,220,선릉,2309,2738053
2311,2,221,역삼,2309,2719018
2312,2,222,강남,2309,4200142
2313,2,223,교대(2),2309,1803201
2314,2,224,서초,2309,1187882
2315,2,225,방배,2309,991947
2316,2,226,사당(2),2309,2378269
2317,2,227,낙성대,2309,1538641
2318,2,228,서울대입구,2309,2586737
2319,2,229,봉천,2309,1279495
2320,2,230,신림,2309,2971159
2321,2,231,신대방,2309,1429651
2322,2,232,구로디지털단지,2309,3077289
2323,2,233,대림(2),2309,1389736
2324,2,234,신도림,2309,2794988
2325,2,235,문래,2309,1203793
2326,2,236,영등포구청(2),2309,1171947
2327,2,237,당산,2309,1090425
2328,2,238,합정(2),2309,1933718
2329,2,239,홍대입구,2309,4118224
2330,2,240,신촌,2309,2316611
2331,2,241,이대,2309,1018727
2332,2,242,아현,2309,605930
2333,2,243,충정로(2),2309,568692
2334,2,244,용답,2309,181754
2335,2,245,신답,2309,97920
2336,2,246,신설동(2),2309,212802
2337,2,247,도림천,2309,71722
2338,2,248,양천구청,2309,400066
2339,2,249,신정네거리,2309,586044
2340,2,250,용두,2309,144710
2341,3,309,지축,2309,387530
2342,3,310,구파발,2309,1213921
2343,3,311,연신내(3),2309,1931118
2344,3,312,불광(3),2309,984522
2345,3,313,녹번,2309,840650
2346,3,314,홍제,2309,1021921
2347,3,315,무악재,2309,250417
2348,3,316,독립문,2309,441959
2349,3,317,경복궁,2309,1554721
2350,3,318,안국,2309,1553518
2351,3,319,종로3가(3),2309,649172
2352,3,320,을지로3가(3),2309,633215
2353,3,322,동대입구,2309,670189
2354,3,323,약수(3),2309,728019
2355,3,324,금호,2309,441643
2356,3,325,옥수,2309,523752
2357,3,326,압구정,2309,1819169
2358,3,327,신사,2309,1577359
2359,3,328,잠원,2309,283903
2360,3,329,고속터미널(3),2309,2858093
2361,3,330,교대(3),2309,713999
2362,3,331,남부터미널,2309,1648068
2363,3,332,양재,2309,2041804
2364,3,333,매봉,2309,648841
2365,3,334,도곡,2309,282952
2366,3,335,대치,2309,714552
2367,3,336,학여울,2309,151241
2368,3,337,대청,2309,564116
2369,3,338,일원,2309,588315
2370,3,339,수서,2309,1088337
2371,3,340,가락시장(3),2309,510176
2372,3,341,경찰병원,2309,398518
2373,3,342,오금(3),2309,344071
2374,4,409,당고개,2309,536470
2375,4,410,상계,2309,1081039
2376,4,411,노원(4),2309,1178598
2377,4,412,창동,2309,1507628
2378,4,413,쌍문,2309,1581352
2379,4,414,수유,2309,1952974
2380,4,415,미아,2309,874413
2381,4,416,미아사거리,2309,1506702
2382,4,417,길음,2309,1241060
2383,4,418,성신여대입구,2309,1238604
2384,4,419,한성대입구,2309,828076
2385,4,420,혜화,2309,2106941
2386,4,421,동대문(4),2309,1117199
2387,4,422,동대문역사문화공원(4),2309,1032009
2388,4,423,충무로(4),2309,1700701
2389,4,424,명동,2309,2010935
2390,4,425,회현,2309,1461473
2391,4,426,서울역(4),2309,955587
2392,4,427,숙대입구,2309,851125
2393,4,428,삼각지(4),2309,376875
2394,4,429,신용산,2309,1103168
2395,4,430,이촌,2309,612313
2396,4,431,동작,2309,122697
2397,4,432,이수(총신대입구),2309,1128074
2398,4,433,사당(4),2309,1453462
2399,4,434,남태령,2309,74000
2400,5,2511,방화,2309,392172
2401,5,2512,개화산,2309,323502
2402,5,2513,김포공항(5),2309,476313
2403,5,2514,송정,2309,353815
2404,5,2515,마곡,2309,623718
2405,5,2516,발산,2309,1215176
2406,5,2517,우장산,2309,828566
2407,5,2518,화곡,2309,1546145
2408,5,2519,까치산(5),2309,1550318
2409,5,2520,신정,2309,684441
2410,5,2521,목동,2309,952925
2411,5,2522,오목교,2309,1243132
2412,5,2523,양평(5),2309,392551
2413,5,2524,영등포구청(5),2309,250370
2414,5,2525,영등포시장,2309,626935
2415,5,2526,신길(5),2309,259354
2416,5,2527,여의도(5),2309,1556143
2417,5,2528,여의나루,2309,977150
2418,5,2529,마포,2309,789954
2419,5,2530,공덕(5),2309,786680
2420,5,2531,애오개,2309,364128
2421,5,2532,충정로(5),2309,248227
2422,5,2533,서대문,2309,1067183
2423,5,2534,광화문,2309,1836878
2424,5,2535,종로3가(5),2309,863873
2425,5,2536,을지로4가(5),2309,359745
2426,5,2537,동대문역사문화공원(5),2309,177167
2427,5,2538,청구(5),2309,212221
2428,5,2539,신금호,2309,367636
2429,5,2540,행당,2309,431513
2430,5,2541,왕십리(5),2309,278243
2431,5,2542,마장,2309,333645
2432,5,2543,답십리,2309,865814
2433,5,2544,장한평,2309,1038213
2434,5,2545,군자(5),2309,688074
2435,5,2546,아차산,2309,836054
2436,5,2547,광나루,2309,768231
2437,5,2548,천호(5),2309,1080280
2438,5,2549,강동,2309,994734
2439,5,2550,길동,2309,465431
2440,5,2551,굽은다리,2309,533694
2441,5,2552,명일,2309,511078
2442,5,2553,고덕,2309,563467
2443,5,2554,상일동,2309,780984
2444,5,2555,둔촌동,2309,491584
2445,5,2556,올림픽공원(5),2309,288751
2446,5,2557,방이,2309,417892
2447,5,2558,오금(5),2309,202740
2448,5,2559,개롱,2309,372451
2449,5,2560,거여,2309,559124
2450,5,2561,마천,2309,409375
2451,5,2562,강일,2309,307431
2452,5,2563,미사,2309,981895
2453,5,2564,하남풍산,2309,250836
2454,5,2565,하남시청,2309,442261
2455,5,2566,하남검단산,2309,373863
2456,6,2611,응암,2309,988220
2457,6,2612,역촌,2309,239917
2458,6,2613,불광(6),2309,261347
2459,6,2614,독바위,2309,164556
2460,6,2616,구산,2309,396388
2461,6,2617,새절,2309,699215
2462,6,2618,증산,2309,562241
2463,6,2619,디지털미디어시티(6),2309,843357
2464,6,2620,월드컵경기장,2309,349822
2465,6,2621,마포구청,2309,766528
2466,6,2622,망원,2309,888711
2467,6,2623,합정(6),2309,780502
2468,6,2624,상수,2309,657213
2469,6,2625,광흥창,2309,506887
2470,6,2626,대흥,2309,551104
2471,6,2627,공덕(6),2309,1012670
2472,6,2628,효창공원앞,2309,410443
2473,6,2629,삼각지(6),2309,407069
2474,6,2630,녹사평,2309,309681
2475,6,2631,이태원,2309,775073
2476,6,2632,한강진,2309,637897
2477,6,2633,버티고개,2309,126857
2478,6,2634,약수(6),2309,210288
2479,6,2635,청구(6),2309,214172
2480,6,2636,신당(6),2309,510527
2481,6,2637,동묘앞(6),2309,500161
2482,6,2638,창신,2309,187476
2483,6,2639,보문,2309,431912
2484,6,2640,안암,2309,786336
2485,6,2641,고려대,2309,523988
2486,6,2642,월곡,2309,696625
2487,6,2643,상월곡,2309,370301
2488,6,2644,돌곶이,2309,546276
2489,6,2645,석계(6),2309,722286
2490,6,2646,태릉입구(6),2309,347519
2491,6,2647,화랑대,2309,621344
2492,6,2648,봉화산,2309,492075
2493,7,2711,장암,2309,111251
2494,7,2712,도봉산(7),2309,586529
2495,7,2713,수락산,2309,717688
2496,7,2714,마들,2309,715233
2497,7,2715,노원(7),2309,1150449
2498,7,2716,중계,2309,806126
2499,7,2717,하계,2309,986910
2500,7,2718,공릉,2309,696932
2501,7,2719,태릉입구(7),2309,520225
2502,7,2720,먹골,2309,573739
2503,7,2721,중화,2309,596292
2504,7,2722,상봉(7),2309,949968
2505,7,2723,면목,2309,867130
2506,7,2724,사가정,2309,914232
2507,7,2725,용마산,2309,331145
2508,7,2726,중곡,2309,588978
2509,7,2727,군자(7),2309,761334
2510,7,2728,어린이대공원,2309,984463
2511,7,2729,건대입구(7),2309,817416
2512,7,2730,뚝섬유원지,2309,633634
2513,7,2731,청담,2309,1057020
2514,7,2732,강남구청,2309,920665
2515,7,2733,학동,2309,1239130
2516,7,2734,논현,2309,946745
2517,7,2735,반포,2309,348340
2518,7,2736,고속터미널(7),2309,928778
2519,7,2737,내방,2309,787076
2520,7,2738,이수(7),2309,879400
2521,7,2739,남성,2309,632422
2522,7,2740,숭실대입구,2309,874292
2523,7,2741,상도,2309,692211
2524,7,2742,장승배기,2309,515437
2525,7,2743,신대방삼거리,2309,822409
2526,7,2744,보라매,2309,395158
2527,7,2745,신풍,2309,627732
2528,7,2746,대림(7),2309,541737
2529,7,2747,남구로,2309,839599
2530,7,2748,가산디지털단지(7),2309,2186471
2531,7,2749,철산,2309,1196082
2532,7,2750,광명사거리,2309,1156733
2533,7,2751,천왕,2309,625075
2534,7,2752,온수(7),2309,555025
2535,8,2811,암사,2309,979615
2536,8,2812,천호(8),2309,896181
2537,8,2813,강동구청,2309,575070
2538,8,2814,몽촌토성,2309,384016
2539,8,2815,잠실(8),2309,965862
2540,8,2816,석촌(8),2309,473470
2541,8,2817,송파,2309,513529
2542,8,2818,가락시장(8),2309,469698
2543,8,2819,문정,2309,1102550
2544,8,2820,장지,2309,901222
2545,8,2821,복정(8),2309,489040
2546,8,2822,산성,2309,298718
2547,8,2823,남한산성입구,2309,757547
2548,8,2824,단대오거리,2309,663054
2549,8,2825,신흥,2309,295273
2550,8,2826,수진,2309,297136
2551,8,2827,모란(8),2309,262353
2552,8,2828,남위례,2309,383969
2553,9,4126,언주,2309,359357
2554,9,4127,선정릉,2309,307154
2555,9,4128,삼성중앙,2309,245109
2556,9,4129,봉은사,2309,664830
2557,9,4130,종합운동장(9),2309,156887
2558,9,4131,삼전,2309,257341
2559,9,4132,석촌고분,2309,234127
2560,9,4133,석촌(9),2309,314928
2561,9,4134,송파나루,2309,194345
2562,9,4135,한성백제,2309,112481
2563,9,4136,올림픽공원(9),2309,299256
2564,9,4137,둔촌오륜,2309,42687
2565,9,4138,중앙보훈병원,2309,384943
2566,1,150,서울역(1),2310,3203670
2567,1,151,시청(1),2310,1597370
2568,1,152,종각,2310,2147129
2569,1,153,종로3가(1),2310,1574601
2570,1,154,종로5가,2310,1528689
2571,1,155,동대문(1),2310,747615
2572,1,156,신설동(1),2310,815812
2573,1,157,제기동,2310,1042255
2574,1,158,청량리,2310,1314333
2575,1,159,동묘앞(1),2310,691401
2576,2,201,시청(2),2310,1412599
2577,2,202,을지로입구,2310,2736440
2578,2,203,을지로3가(2),2310,1364055
2579,2,204,을지로4가(2),2310,807543
2580,2,205,동대문역사문화공원(2),2310,987566
2581,2,206,신당(2),2310,890767
2582,2,207,상왕십리,2310,821538
2583,2,208,왕십리(2),2310,875798
2584,2,209,한양대,2310,735859
2585,2,210,뚝섬,2310,1435052
2586,2,211,성수,2310,2459028
2587,2,212,건대입구(2),2310,2275475
2588,2,213,구의,2310,1392316
2589,2,214,강변,2310,1873263
2590,2,215,잠실나루,2310,859231
2591,2,216,잠실(2),2310,4656373
2592,2,217,잠실새내,2310,1351668
2593,2,218,종합운동장(2),2310,791646
2594,2,219,삼성,2310,3005454
2595,2,220,선릉,2310,2803434
2596,2,221,역삼,2310,2771531
2597,2,222,강남,2310,4297699
2598,2,223,교대(2),2310,1839948
2599,2,224,서초,2310,1221920
2600,2,225,방배,2310,1020313
2601,2,226,사당(2),2310,2512394
2602,2,227,낙성대,2310,1618151
2603,2,228,서울대입구,2310,2687027
2604,2,229,봉천,2310,1344086
2605,2,230,신림,2310,3132046
2606,2,231,신대방,2310,1502552
2607,2,232,구로디지털단지,2310,3211766
2608,2,233,대림(2),2310,1476403
2609,2,234,신도림,2310,2920850
2610,2,235,문래,2310,1242916
2611,2,236,영등포구청(2),2310,1217324
2612,2,237,당산,2310,1155356
2613,2,238,합정(2),2310,2045771
2614,2,239,홍대입구,2310,4451676
2615,2,240,신촌,2310,2311440
2616,2,241,이대,2310,1041641
2617,2,242,아현,2310,621022
2618,2,243,충정로(2),2310,589148
2619,2,244,용답,2310,185535
2620,2,245,신답,2310,101179
2621,2,246,신설동(2),2310,224960
2622,2,247,도림천,2310,75101
2623,2,248,양천구청,2310,416153
2624,2,249,신정네거리,2310,613726
2625,2,250,용두,2310,144192
2626,3,309,지축,2310,418547
2627,3,310,구파발,2310,1293700
2628,3,311,연신내(3),2310,2027924
2629,3,312,불광(3),2310,1047152
2630,3,313,녹번,2310,875448
2631,3,314,홍제,2310,1076656
2632,3,315,무악재,2310,263147
2633,3,316,독립문,2310,489703
2634,3,317,경복궁,2310,1775586
2635,3,318,안국,2310,1731766
2636,3,319,종로3가(3),2310,698479
2637,3,320,을지로3가(3),2310,655727
2638,3,322,동대입구,2310,725299
2639,3,323,약수(3),2310,757711
2640,3,324,금호,2310,464805
2641,3,325,옥수,2310,553222
2642,3,326,압구정,2310,1882990
2643,3,327,신사,2310,1661299
2644,3,328,잠원,2310,295133
2645,3,329,고속터미널(3),2310,2952037
2646,3,330,교대(3),2310,735913
2647,3,331,남부터미널,2310,1725088
2648,3,332,양재,2310,2128091
2649,3,333,매봉,2310,674700
2650,3,334,도곡,2310,295937
2651,3,335,대치,2310,717707
2652,3,336,학여울,2310,143368
2653,3,337,대청,2310,600772
2654,3,338,일원,2310,619434
2655,3,339,수서,2310,1139722
2656,3,340,가락시장(3),2310,523832
2657,3,341,경찰병원,2310,411131
2658,3,342,오금(3),2310,357033
2659,4,409,당고개,2310,560910
2660,4,410,상계,2310,1132493
2661,4,411,노원(4),2310,1250731
2662,4,412,창동,2310,1566091
2663,4,413,쌍문,2310,1653815
2664,4,414,수유,2310,2040132
2665,4,415,미아,2310,913176
2666,4,416,미아사거리,2310,1581867
2667,4,417,길음,2310,1290946
2668,4,418,성신여대입구,2310,1282176
2669,4,419,한성대입구,2310,866622
2670,4,420,혜화,2310,2274985
2671,4,421,동대문(4),2310,1238049
2672,4,422,동대문역사문화공원(4),2310,1074492
2673,4,423,충무로(4),2310,1786660
2674,4,424,명동,2310,2165476
2675,4,425,회현,2310,1628546
2676,4,426,서울역(4),2310,999922
2677,4,427,숙대입구,2310,870731
2678,4,428,삼각지(4),2310,399381
2679,4,429,신용산,2310,1150839
2680,4,430,이촌,2310,635027
2681,4,431,동작,2310,144548
2682,4,432,이수(총신대입구),2310,1173960
2683,4,433,사당(4),2310,1531363
2684,4,434,남태령,2310,76387
2685,5,2511,방화,2310,405974
2686,5,2512,개화산,2310,339558
2687,5,2513,김포공항(5),2310,509742
2688,5,2514,송정,2310,371609
2689,5,2515,마곡,2310,651878
2690,5,2516,발산,2310,1291271
2691,5,2517,우장산,2310,851278
2692,5,2518,화곡,2310,1629440
2693,5,2519,까치산(5),2310,1629889
2694,5,2520,신정,2310,716376
2695,5,2521,목동,2310,997636
2696,5,2522,오목교,2310,1285409
2697,5,2523,양평(5),2310,408964
2698,5,2524,영등포구청(5),2310,264273
2699,5,2525,영등포시장,2310,667475
2700,5,2526,신길(5),2310,279242
2701,5,2527,여의도(5),2310,1624106
2702,5,2528,여의나루,2310,1145899
2703,5,2529,마포,2310,852514
2704,5,2530,공덕(5),2310,817905
2705,5,2531,애오개,2310,375889
2706,5,2532,충정로(5),2310,251513
2707,5,2533,서대문,2310,1091461
2708,5,2534,광화문,2310,1947312
2709,5,2535,종로3가(5),2310,947142
2710,5,2536,을지로4가(5),2310,379660
2711,5,2537,동대문역사문화공원(5),2310,177649
2712,5,2538,청구(5),2310,219659
2713,5,2539,신금호,2310,385954
2714,5,2540,행당,2310,451303
2715,5,2541,왕십리(5),2310,291467
2716,5,2542,마장,2310,336493
2717,5,2543,답십리,2310,914511
2718,5,2544,장한평,2310,1085997
2719,5,2545,군자(5),2310,730535
2720,5,2546,아차산,2310,918969
2721,5,2547,광나루,2310,832253
2722,5,2548,천호(5),2310,1148057
2723,5,2549,강동,2310,1040724
2724,5,2550,길동,2310,481361
2725,5,2551,굽은다리,2310,548914
2726,5,2552,명일,2310,537765
2727,5,2553,고덕,2310,594488
2728,5,2554,상일동,2310,815243
2729,5,2555,둔촌동,2310,518526
2730,5,2556,올림픽공원(5),2310,360072
2731,5,2557,방이,2310,434200
2732,5,2558,오금(5),2310,210188
2733,5,2559,개롱,2310,389394
2734,5,2560,거여,2310,582587
2735,5,2561,마천,2310,434904
2736,5,2562,강일,2310,331933
2737,5,2563,미사,2310,1052449
2738,5,2564,하남풍산,2310,265712
2739,5,2565,하남시청,2310,476109
2740,5,2566,하남검단산,2310,400788
2741,6,2611,응암,2310,1043239
2742,6,2612,역촌,2310,249458
2743,6,2613,불광(6),2310,276416
2744,6,2614,독바위,2310,172079
2745,6,2616,구산,2310,410455
2746,6,2617,새절,2310,736666
2747,6,2618,증산,2310,595877
2748,6,2619,디지털미디어시티(6),2310,884320
2749,6,2620,월드컵경기장,2310,672935
2750,6,2621,마포구청,2310,825401
2751,6,2622,망원,2310,936064
2752,6,2623,합정(6),2310,830312
2753,6,2624,상수,2310,675236
2754,6,2625,광흥창,2310,526145
2755,6,2626,대흥,2310,566080
2756,6,2627,공덕(6),2310,1069147
2757,6,2628,효창공원앞,2310,442316
2758,6,2629,삼각지(6),2310,428239
2759,6,2630,녹사평,2310,335616
2760,6,2631,이태원,2310,809458
2761,6,2632,한강진,2310,674123
2762,6,2633,버티고개,2310,132957
2763,6,2634,약수(6),2310,219953
2764,6,2635,청구(6),2310,223446
2765,6,2636,신당(6),2310,524221
2766,6,2637,동묘앞(6),2310,534431
2767,6,2638,창신,2310,194735
2768,6,2639,보문,2310,448822
2769,6,2640,안암,2310,763701
2770,6,2641,고려대,2310,536891
2771,6,2642,월곡,2310,721388
2772,6,2643,상월곡,2310,380087
2773,6,2644,돌곶이,2310,577721
2774,6,2645,석계(6),2310,746203
2775,6,2646,태릉입구(6),2310,365185
2776,6,2647,화랑대,2310,649228
2777,6,2648,봉화산,2310,512215
2778,7,2711,장암,2310,121015
2779,7,2712,도봉산(7),2310,640798
2780,7,2713,수락산,2310,752685
2781,7,2714,마들,2310,745635
2782,7,2715,노원(7),2310,1211828
2783,7,2716,중계,2310,841573
2784,7,2717,하계,2310,1042786
2785,7,2718,공릉,2310,720914
2786,7,2719,태릉입구(7),2310,539203
2787,7,2720,먹골,2310,599298
2788,7,2721,중화,2310,619098
2789,7,2722,상봉(7),2310,987089
2790,7,2723,면목,2310,897480
2791,7,2724,사가정,2310,957816
2792,7,2725,용마산,2310,357390
2793,7,2726,중곡,2310,619533
2794,7,2727,군자(7),2310,795778
2795,7,2728,어린이대공원,2310,1013922
2796,7,2729,건대입구(7),2310,836653
2797,7,2730,뚝섬유원지,2310,744897
2798,7,2731,청담,2310,1117960
2799,7,2732,강남구청,2310,957867
2800,7,2733,학동,2310,1275991
2801,7,2734,논현,2310,993514
2802,7,2735,반포,2310,362522
2803,7,2736,고속터미널(7),2310,991831
2804,7,2737,내방,2310,819416
2805,7,2738,이수(7),2310,913310
2806,7,2739,남성,2310,657252
2807,7,2740,숭실대입구,2310,878889
2808,7,2741,상도,2310,705180
2809,7,2742,장승배기,2310,536251
2810,7,2743,신대방삼거리,2310,846324
2811,7,2744,보라매,2310,408236
2812,7,2745,신풍,2310,652268
2813,7,2746,대림(7),2310,556841
2814,7,2747,남구로,2310,853324
2815,7,2748,가산디지털단지(7),2310,2252462
2816,7,2749,철산,2310,1252192
2817,7,2750,광명사거리,2310,1196424
2818,7,2751,천왕,2310,651748
2819,7,2752,온수(7),2310,572290
2820,8,2811,암사,2310,1023244
2821,8,2812,천호(8),2310,943349
2822,8,2813,강동구청,2310,598237
2823,8,2814,몽촌토성,2310,422186
2824,8,2815,잠실(8),2310,1025517
2825,8,2816,석촌(8),2310,500609
2826,8,2817,송파,2310,526016
2827,8,2818,가락시장(8),2310,478880
2828,8,2819,문정,2310,1143096
2829,8,2820,장지,2310,955293
2830,8,2821,복정(8),2310,515448
2831,8,2822,산성,2310,322301
2832,8,2823,남한산성입구,2310,797589
2833,8,2824,단대오거리,2310,701361
